,GSM2651032,GSM2651033,GSM2651034,GSM2651035,GSM2651036,GSM2651037,GSM2651038,GSM2651039,GSM2651040,GSM2651041,GSM2651042,GSM2651043,GSM2651044,GSM2651045,GSM2651046,GSM2651047
Cygb,12.90863041,13.08812131,13.42841067,13.67833823,13.76996086,13.5097841,12.90730431,13.33833679,13.84298235,14.16104141,12.9692403,13.36072148,12.80492872,13.06400143,13.73329021,13.79444811
Apol9b,10.1923441,10.03722998,9.004967805,10.05107246,9.352984156,9.402054467,10.94717399,10.49991204,9.583029124,9.489264713,10.1286118,10.80016309,10.1717556,10.14741768,10.00131256,9.577379492
Lrig3,10.273668731,10.0693510213333,9.452914966,9.88944254866667,10.1773535273333,9.71154299566667,10.3376111813333,10.2623453496667,10.010915323,9.48177267033333,10.2240051783333,10.1652844136667,10.2849122666667,10.4269089446667,9.80185163633333,9.86207217333333
Sfrp4,11.90230866,12.13605816,12.18728931,12.51456913,13.00200697,12.41088783,12.42499857,11.92090029,12.28242292,12.66314836,10.84877211,12.19400318,11.85219044,11.5886629,13.00148319,12.8085631
Dok3,10.14072875,10.62498186,11.40393451,11.12424553,10.63947914,10.86518221,9.941520468,10.45715771,10.82920148,10.79641392,10.14515893,10.39514098,9.93735562,10.11578879,11.24363158,10.69824989
Cnnm2,10.64678338,10.66284174,10.24289838,10.486021,10.54511011,10.27948886,10.67620846,10.80813002,10.52334964,10.52448202,10.93799596,10.83167538,11.03047264,11.28221131,10.46453604,10.6246177
Mknk2,11.0013234015,11.1043573855,11.799267534,11.556157734,11.1633281085,11.6155644765,10.9933098635,11.268187818,11.645807722,11.6681691455,10.8776959245,11.5358060725,11.016984371,11.07074269,11.8204853925,11.4610445105
Qsox1,11.3752144215,11.1571484875,10.5930501445,11.1014558935,11.181622815,10.6626889975,11.180721323,11.2959194695,11.27506747,10.819410077,11.3802935965,11.356330842,11.463077285,11.609660169,10.8165521015,10.9272550885
Miip,11.40595114,11.53921156,12.21461959,12.26708709,11.88390923,12.17522604,11.28266234,11.62204037,12.04773607,11.89847187,11.45139926,11.81273844,11.57672693,11.69153555,11.77278294,11.79478571
Acp1,10.484176255,10.465077986,11.53527075,10.829791131,10.708048781,11.20963133,10.351988937,10.333030056,10.6928138235,10.7581845675,10.4126283285,10.106822628,10.3576736055,10.0921610935,10.35019988,10.6426101995
S100a10,13.55837875,13.45523953,12.722189965,13.455610185,13.316093525,12.914967315,13.521055105,13.32672979,12.674978315,12.936292575,13.28164856,13.760777665,13.423983825,13.397578795,13.026219455,13.182654205
Igip,11.10209109,11.12481507,11.11806679,11.06263372,11.61046691,11.34098734,11.13463091,10.91305429,11.53750613,11.43004517,10.64311836,10.8539467,10.99004528,10.83119025,11.5089906,11.66866981
Stk11,9.868671898,10.15271953,11.13490213,10.54078186,10.29434395,10.76458264,9.860246637,10.07525734,10.72321021,10.78296772,10.31851703,10.09532534,10.06337118,9.890841746,10.32002259,10.1925822
Tmem258,13.518213655,13.19233679,12.71957625,12.65402315,13.01212933,12.752313865,13.545010335,13.267139995,12.683967345,12.583147975,13.396033325,12.95944986,13.440576935,13.2405371,12.97365605,13.090813245
Apoe,15.685080075,15.66643962,14.598668265,14.8617728,14.67769337,14.78280721,15.579868445,15.715186835,15.062652155,15.30087945,15.707360325,15.76599685,15.479725425,15.07009656,14.972242555,15.14701951
Fkbp9,12.88049728,12.61585725,11.53793551,11.98087547,12.55463075,11.93256826,12.65362518,12.56355312,12.29837178,11.97033298,12.71147907,12.35224582,12.73829844,12.79436626,11.9858723,12.41592486
Hist1h4i,10.39176628,11.2192385,13.2078421,11.84552208,11.54478433,12.53357838,10.34705993,11.30715008,11.43899382,12.00756527,10.62294266,10.86942028,10.64336156,11.18300319,11.47388495,11.58306709
Nrap,10.0143818203333,9.679767075,11.5751028476667,9.80556303066667,11.412567205,11.639752316,10.3241179116667,10.027057997,12.1390263433333,11.409042734,9.75334027133333,8.33186479866667,9.918917979,9.02152223466667,11.5333954266667,10.6361448093333
Gdf1,9.875098337,9.746776495,10.29370188,9.713988242,10.54967627,10.60382616,9.616888965,9.651528624,10.94183954,10.80277149,9.852622417,9.110214491,9.987036368,9.545116648,10.34693263,10.51074223
Susd5,10.89820899,11.11837228,12.24399986,10.82298136,11.94235129,12.19944111,10.79427004,10.40973838,12.26987526,11.93279446,10.37592114,8.231416304,9.722694435,8.539012069,11.83614595,12.27358915
Wls,11.983591315,11.75813643,10.77340694,11.224752125,11.608368095,11.025660385,11.91759972,11.76413067,11.34639371,11.034324285,11.740430665,11.468642605,11.883029385,11.94153186,11.188925425,11.64540789
Trnp1,11.59364867,11.17740741,10.01709606,11.07389969,10.96086935,10.41873377,11.31784354,11.33905216,10.57907818,10.55143539,11.21734622,11.02764787,11.21524294,11.10449937,10.43544097,11.13483065
Hscb,10.016597329,10.1523012475,10.886677155,10.2998482625,10.0255397615,10.583643953,9.801707112,9.9176809835,10.062728313,10.1572281105,9.9438482045,9.667412737,9.7911602795,9.467468796,10.1514151625,10.352130666
Eid2,11.22969427,11.11084311,10.27940569,10.66862634,11.09623339,10.64037668,11.53393104,11.26591607,10.79827517,10.80570904,11.51457169,11.01721816,11.33265533,11.37962694,10.82759463,11.15844443
Gm32232,11.87221016,11.53752465,10.69657338,10.80844252,11.31723307,10.80983349,11.65360313,11.42628479,11.18853766,10.95879651,11.80819835,11.22209769,11.97863183,11.66706855,10.64376974,11.2717033
1700054O19Rik,9.584733935,10.16184732,12.6330486,12.76208557,10.65423722,12.61682372,9.697519633,10.15211963,11.58064844,12.14472967,9.514121127,10.8807932,9.798309571,10.69117456,11.23999417,10.71373107
Klhl21,9.739201428,9.629154446,10.29578335,9.89267944,10.25030906,10.53214365,9.740311634,9.820725744,10.36222572,10.45323674,9.783846917,9.482200182,10.04427328,9.724025451,10.09143192,10.00482997
Rab44,8.525639485,9.5553122395,11.2318886585,10.4636968415,10.005152453,10.0751907625,8.118434976,9.823891108,10.4735045455,10.268607803,7.7601892865,7.36278201,8.404598091,8.446147084,10.906880231,9.9230876205
Rpl39l,11.67082349,11.65312704,9.531652705,9.992762548,11.03621018,10.50240313,11.58542671,11.08038956,10.25390685,10.24728232,11.52652775,11.1396565,11.34985715,11.13614834,10.69835486,10.92681824
Mepe,12.31595911,12.73988622,13.97823023,13.26339597,13.01212322,13.59200771,11.16267264,12.33822538,14.27630969,13.60405272,9.792658811,9.098888104,9.414164204,8.877201828,14.65950819,14.2250352
Man1c1,10.64672247,10.52131891,9.875717607,10.102844944,10.48020066,9.7844885455,10.657520545,10.773593065,10.32243984,10.320892625,10.762312735,10.470591445,10.568589355,10.54140018,10.33697726,10.55151943
Scn1b,9.7078421285,9.686895436,10.27849424,9.5874507025,10.1776922095,10.166126992,9.6327688475,9.58307664,10.547672785,10.464486195,9.6908839895,9.439723297,9.5866518225,9.593657114,10.172965214,9.962084031
Rnf139,10.02598049,9.822530303,10.54284982,9.916805496,10.24843589,10.54301137,9.994888073,9.855050173,10.01174792,10.07655033,9.57692626,9.467913268,9.875354109,9.496285467,10.00191493,10.18898554
Col14a1,11.33562681,11.1991343,10.02646655,10.44311859,11.01707854,9.963644167,11.23385544,11.05615131,10.67517098,10.45177318,11.3481044,10.64908439,11.12176024,10.81679981,10.07641389,10.58725657
Gpr157,12.50287791,12.25703025,10.80890715,10.96150634,11.9710442,11.07946645,12.44854254,12.1357285,11.16306633,10.98822318,12.05433223,11.32848327,12.47209444,12.1255645,10.92801115,11.58970499
Smtnl1,8.433397206,8.902225338,10.77693479,6.786416851,9.503653438,10.92229462,7.759946871,7.918654032,11.42538661,9.729160973,7.689612096,5.685165113,7.957467104,6.274918378,10.2086379,9.240700847
Rbp3,12.82298099,12.76598938,11.91143763,12.02948001,12.53074217,11.91872799,12.65219732,12.66550037,11.77838469,11.65021942,12.32679757,12.15505841,12.54536427,12.47358676,11.86505231,12.03161589
Fam114a1,10.744035027,10.4206326645,9.477141848,9.993642078,10.45053688,9.8132743065,10.713341196,10.511479956,10.0552879545,9.715745275,10.5025860925,10.396025256,10.6504965915,10.6221641205,10.106581592,10.3690569255
Tpm1,10.9010735265,10.66944992025,11.475912438,10.75395836475,11.3334405555,11.448682081,10.85639842775,10.773073909,11.372616703,11.4568080165,10.83410818425,10.40206412475,10.97443703725,10.7306769235,11.22484433375,11.15438441575
Anp32b,11.054428458,11.1895640896667,12.1064955293333,11.5363001476667,11.388675312,11.7907918556667,11.0452512283333,11.2610364776667,11.4920079743333,11.6693967933333,11.0345020426667,11.1029943953333,11.1830413526667,11.3025031426667,11.3826564196667,11.335407551
Ldhb,9.3121498405,9.4892831605,10.146238397,8.8233603105,9.23205415,10.627270018,9.227965889,8.9292431555,11.4593002065,9.7304073775,9.3555676095,8.4941602005,9.0981155285,8.459547792,10.157166462,9.540455493
Ifit3,10.70052302,10.57841353,9.181731794,9.912130701,9.848136608,9.643387622,11.77639507,11.17591317,9.373023067,9.41185846,10.05251893,10.72987103,10.09412981,10.40443022,9.814805088,9.630543876
Neurl2,10.13916576,10.19482753,10.54213692,10.16366434,10.32539205,10.71414696,10.08881644,9.962304548,10.94776496,10.82265991,10.31767819,10.28399645,10.28145631,10.04021489,10.45169395,10.38205188
Tacc2,9.49465897266667,9.514087565,9.94386940566667,9.57143392266667,9.89004504466667,9.97337930166667,9.574417964,9.62871820466667,10.4058591853333,10.223247534,9.43890261333333,9.35782086633333,9.47203580366667,9.52104771733333,10.067465984,9.81885174266667
Tram2,10.60653216,10.61282603,9.632689608,10.21843062,10.51885524,9.952241568,10.69270076,10.65722702,10.30964173,10.16900721,10.58517411,10.76937465,10.65084322,10.91108557,10.3842127,10.53145261
Mgst2,9.276123223,10.29235319,11.60191375,10.87817317,10.59365958,10.3167016,8.439220001,10.5980025,11.04338156,11.09176393,8.422642326,8.897895982,8.739243256,8.103396588,11.77372026,11.09357375
Hp,16.17293577,16.65316832,15.68626732,16.30651681,15.76765752,15.24121588,16.34781595,16.68904761,15.74765688,15.55912637,16.15180343,17.33658994,16.34224648,16.87929599,15.93149815,15.68029283
Gli3,10.43528205,10.24867526,8.97350866,9.511643117,9.87158152,9.354581173,10.34451609,10.0997621,9.801650118,9.522687607,10.26052681,9.928688204,10.32906494,10.25525864,9.387836254,10.05093831
Gm3258,10.9293664,11.025996,11.71114864,11.21999606,11.00433337,11.48208277,10.78616245,11.01263464,11.35383212,11.32021264,11.13696301,10.55016486,11.03414247,10.56785079,11.17933211,11.2286988
Zfp260,10.0545614975,9.8713546325,9.1454221395,9.3188565805,9.810429048,9.2592128785,9.968441299,9.9023093665,9.2910833085,9.2773106975,9.6919545475,9.5694619805,9.7960604865,9.7115374435,9.39019264,9.6149076575
9030619P08Rik,10.37106417,10.74575495,10.08484778,10.36184621,10.41848678,9.622053481,10.54546584,10.62428796,9.968774322,10.04928775,10.53186335,10.49598834,10.33316575,10.20809409,9.922488243,10.0007893
Mia,11.11080493,11.46335494,12.64974228,10.95922187,11.46187472,12.76673703,10.96395269,10.90740662,12.33383113,12.07408797,10.39611865,8.49005949,9.785113264,8.228400268,12.76627845,12.76325406
Retnla,8.37734206,8.675744498,9.861739281,9.857583624,9.681583565,9.991156442,10.57994458,5.674211393,9.391665821,12.27940773,7.178580091,7.728790677,6.729407571,5.839560408,12.06200437,9.955766967
Alg12,10.00365421,9.884273544,9.240282852,9.417922214,9.769365374,9.341847287,10.23072132,10.25804368,9.457526339,9.246984335,9.915645307,9.633353871,9.852134366,9.705724329,9.560942025,9.631518183
Plcg2,12.05504607,12.31777163,12.83663472,12.72332576,12.55353731,12.50281025,12.15001455,12.30491421,12.51802195,12.45899125,11.75417977,11.97648598,11.75613437,11.69998223,13.33939784,12.78297928
Ppox,9.6366071955,9.943421735,11.0880223995,10.567525237,10.1986765625,10.715312025,9.4590076385,10.0170249575,10.187230143,10.219754852,9.5476920015,9.6355778875,9.563177263,9.61443755,9.8962773225,9.992484363
Ifi204,11.95590878,11.87230814,11.065197695,11.459161625,11.677328835,11.35880576,12.471874995,12.176379785,11.081918525,11.40747266,11.71758183,12.13458607,11.72380164,11.6175757,11.586981585,11.52816186
Rac2,11.90562872,12.42170653,13.24925979,12.84820428,12.60781783,12.73951897,11.62546602,12.53560593,12.67964778,12.73942971,11.35356178,11.50944897,11.25198303,11.04445386,13.53458513,12.83649754
Prrx2,12.4055710833333,12.3989646866667,10.8922359766667,11.7646271433333,12.1597442466667,11.3263123166667,12.3087260766667,12.2133697633333,11.8565263166667,11.23873898,12.6437253533333,12.3686523266667,12.49880954,12.1656948933333,11.07012717,11.83768181
Apoo,10.341992523,10.1975230385,10.983853675,9.973413204,10.615527276,10.891010175,10.3281045945,9.9999401425,10.93460665,10.876851585,10.2963993885,9.7538665955,10.287432994,9.6883462105,10.519997731,10.4746752535
Rab34,12.84574875,12.61564379,11.44346395,12.1981661,12.62739043,12.00534701,12.88058343,12.61441795,12.32302648,12.05370509,12.78905196,12.57733577,12.87202178,12.932123,12.26744488,12.55791256
Srpx2,14.57466284,14.08823274,12.49058692,13.20095232,14.31595696,12.86313175,14.59947555,14.32359973,13.35351192,12.56961359,14.05425147,13.79204404,14.44180912,14.36899941,13.25322586,13.76723623
Pacsin3,12.38682087,12.2611335,13.19339607,12.20301574,12.96204572,13.13906644,12.54876339,12.44717477,13.56864323,13.41064271,12.36767061,11.90249726,12.60340136,12.19289826,13.27753998,12.88700357
Myl3,12.9231429,12.95329629,14.89307407,12.39667655,14.18251889,14.92422724,13.10192197,12.86902741,15.25445362,14.45787331,12.83231157,10.67173623,12.87319145,11.13847754,13.95209341,13.60039627
Cnpy2,13.09465788,12.84605356,12.10971016,12.25516695,12.7026085,12.3523798,13.08202135,12.9060395,12.16811922,12.12190522,12.87356593,12.38153366,12.96858234,12.73468018,12.19994202,12.59087975
Stat2,9.7348952535,9.6865226565,9.1649004255,9.515154677,9.428087277,9.331953242,10.266017003,10.107950667,9.287226587,9.2621911735,9.5584563045,10.119990054,9.682934994,9.897882275,9.611860891,9.404233034
Fgf7,10.02201769,9.684558442,9.103063817,9.174629783,9.712607493,9.429005242,10.41665301,10.09238446,9.587819646,9.562741933,10.51210388,9.673720369,10.1862718,10.64266859,9.759806829,9.960810559
Msto1,10.3474527625,10.3836557655,9.897940079,10.1529285015,10.0077953985,9.9805482255,10.290947563,10.1678836035,10.0976253315,10.1607014,10.840889075,10.581049954,10.399853545,10.57845676,9.6488857805,9.913527261
Unc13d,9.911592579,10.1599042035,10.788219855,10.635628155,10.408428665,10.564802545,9.882667961,10.264856807,10.181816592,10.1867241635,9.4194147645,9.7853678135,9.687245967,9.5865655105,10.734610315,10.3674290075
Creg1,12.387197555,12.411968565,13.72405281,13.081308405,12.579279775,13.4916387,12.536243855,12.439831835,12.49433591,13.286049995,12.235553365,12.08521725,12.17076471,12.07751388,13.227773785,12.83858501
Tmem254a,10.6504310395,10.5265385315,9.358865388,9.661383585,10.477207092,9.7717565285,10.521141988,10.1636848065,9.907065912,10.221405436,10.604468932,10.3047085305,10.6320883635,10.6488299175,9.703222789,10.166178101
Spry1,10.57177434,10.96887052,10.79568701,11.1008166,11.60450681,11.15836764,10.91969628,10.72502576,11.24008297,11.37879744,10.37232341,10.17114527,10.79697137,10.19945667,11.09129478,11.3932064
Fam3c,10.750228831,10.6034733535,9.8569293265,10.122394473,10.5043240315,10.0480708645,10.876716129,10.4842488985,10.216619869,10.276168379,10.667596451,10.4025605985,10.754462067,10.8877176655,10.244820025,10.5529107545
Fkbp7,13.663334675,13.334595945,12.067463725,12.51580191,13.179921405,12.405173025,13.531422515,13.278924225,12.6175476,12.295383975,13.31939982,12.8922516,13.387766385,13.13499764,12.414480115,13.064343935
Apol9a,10.57246961,10.53292808,9.482743287,10.56401507,10.00809656,9.875988418,11.19719118,10.80400143,10.05815317,9.837594322,10.30438448,11.05141621,10.60908386,10.51255887,10.30234951,10.03282054
LOC102642045,12.618351355,12.71366226,13.487260225,12.910496035,12.810076625,13.151072985,12.53850942,12.57914725,12.68269013,12.751138305,12.369351065,12.11874847,12.364230565,12.19410593,12.793096065,12.81650277
Creb3l1,12.50127776,12.34425255,11.30236148,11.88294264,12.52124772,11.69093845,12.66663737,12.61496781,11.85881584,11.47818272,12.46609541,12.3669054,12.4982542,12.34898671,11.87816081,12.19876929
Aspn,13.56031571,12.92191226,11.19490968,11.93672824,12.96337274,11.49183034,13.33980041,13.06009118,11.92853629,11.54977945,12.70484324,12.23076864,13.29392209,12.99391406,11.81848336,12.62945443
Ppic,15.61517396,15.30179444,13.76145101,14.50953646,15.36837867,14.01387844,15.43218771,15.19399169,14.72356632,14.13248323,15.22210084,15.19873138,15.52654977,15.43246415,14.38803692,15.02188797
Mdk,12.3135415266667,11.43864244,10.431240315,11.1570562066667,11.3346307666667,10.82552757,12.0158933266667,11.50815529,11.47513013,10.82519354,12.0371463433333,11.2865896,11.7712543633333,11.8984373566667,10.9259756133333,11.5183517666667
Sash3,10.47943796,10.9131626,11.50234948,11.35524429,10.99492595,11.33082208,10.48344537,11.03107664,11.00881913,11.28636464,10.52977308,10.84586541,10.16565833,10.21325188,11.60727488,11.20943623
Sec24d,11.25023264,10.91518897,9.698903942,10.12860465,10.85751311,10.17813779,11.27582567,11.03967823,10.38119194,10.07175633,11.10940899,10.70381315,11.2718536,11.07906596,10.37519471,10.94016642
Slc17a5,11.238000215,11.0678898305,10.352571493,10.7600217165,11.048198662,10.48609208,11.176540051,11.210290463,10.6753434985,10.5247281105,10.793612984,10.837409655,10.979079759,11.1784167665,10.940547507,10.883938921
Gm32117,9.183017118,9.296248368,10.05020501,9.881303267,9.44800011,9.947656948,8.835131395,9.232541013,10.18908175,9.730443187,9.303240475,10.16499329,9.529578073,9.232798448,9.911167543,9.727965681
Phf11d,10.3963945825,10.3879797835,9.199292201,9.768324493,9.7347783435,9.621938933,11.192060145,10.6172862575,9.277295283,9.5126756375,9.984612878,10.251827285,9.9994057795,9.884848918,9.7644758585,9.6253787115
Tsc22d1,10.8859219594,10.5911239126,9.932587747,10.1035802186,10.5888526164,10.1157600524,10.8209937176,10.6592147364,10.5348249486,10.2408904758,10.8425158692,10.4691588462,10.8385236242,10.779378623,10.391877245,10.5363027886
Nr4a1,12.20294274,11.46690332,12.72562516,12.27179322,12.8902789,12.82870386,12.48827875,11.96295494,12.68485501,12.67495074,11.55545243,11.67490799,12.52051102,12.32928407,12.62926254,13.27240063
Crtap,14.17419974,13.95169713,12.96489331,13.34528825,13.93581289,13.1896097,14.22944224,13.94431323,13.47956355,13.14040518,13.997213,13.59407628,14.06347828,13.86924994,13.26707894,13.69630337
Actn3,11.97384928,11.4648703,14.21415659,11.99118465,13.32858168,14.06349759,12.27746258,12.126816,13.88955762,14.54711467,11.90482653,9.681809307,12.16818772,10.90824124,13.1645786,12.92137132
Gm12271,13.19739266,13.23745799,14.03443442,13.47954698,13.39506252,13.58802019,13.03175357,13.06523863,13.28710563,13.29741817,12.99994217,12.68859203,12.88495095,12.69778544,13.29299228,13.31780882
Tmem39a,10.39556564,10.07236316,9.453364032,9.50528677,10.0226095,9.318710061,10.30419456,10.06380492,9.94218015,9.63216682,10.38336113,9.871897901,10.22880222,10.05481494,9.790313387,9.921844452
Lig1,9.2530604095,9.569448011,10.7171990825,9.8992843855,9.588438634,10.308967882,9.063224863,9.4354729495,9.733443022,9.928689363,9.320450586,9.435941903,9.1823346695,9.333667118,9.4131915865,9.5592498055
Fndc3b,10.2124212256667,9.948962286,9.05204889333333,9.598113269,10.063833999,9.37432769733333,10.4125054826667,10.2065811363333,9.95383889233333,9.65730082466667,10.3456512543333,10.1155681663333,10.354333048,10.3362583366667,9.837515389,10.0495430593333
Myl2,10.93982486,12.17467543,13.57859105,6.920016059,9.582275971,13.98804677,9.761505806,7.865934588,15.01181925,10.75619194,10.29106432,9.672159093,11.18543391,8.382441571,12.72238991,11.00535579
Tuba1a,15.416451375,15.133713345,14.057999995,14.7251188,15.06575747,14.505508395,15.40643075,15.03600718,14.43058154,14.21685907,15.038447805,15.08713366,15.250500315,15.03704404,14.57915228,14.92546808
Itgb2,11.54719843,11.82770817,12.61175839,12.7815772,12.0276687,12.45439408,11.49892465,11.58755157,11.72372251,12.59455564,11.3610101,11.14851877,11.11106324,11.0512002,13.02793141,12.0847921
Tmem63a,10.56571334,10.77214843,11.14389527,11.45329481,11.23228327,11.13232222,10.41293943,10.61166358,11.5131451,11.33076808,10.87014613,11.06559114,10.84794722,11.01991002,11.08735332,11.29483002
Xirp2,9.049344619,8.41824879,11.08415156,8.942031385,10.5539855,10.96608053,9.617508221,9.648574823,11.3380578,10.96603004,8.56511006,6.664527914,9.018249404,8.468204364,11.00891219,10.30779444
Gm4971,9.3583267195,9.543791262,10.655082036,10.7463952205,9.8328273335,10.455523078,9.1163917635,9.539460762,10.301398986,10.279096542,9.26240775,9.893414008,9.0127716325,9.4691150145,10.0903164015,9.603770027
LOC547349,10.78384817,10.98484133,11.50674278,11.52746749,10.93422896,11.37379073,10.81307234,10.87164788,11.17059888,11.52540603,10.71473078,10.81787263,10.31932975,10.25215076,11.25506062,11.05364553
Thbs3,14.03523265,13.93283402,12.68846691,13.479699015,14.20609451,12.798918715,13.928072405,13.74666194,13.26040617,12.851583265,13.80993458,13.986114465,13.959141525,14.21088285,12.79950249,13.4510479
Pigs,10.1240237315,10.011380241,9.1762886545,9.487815891,9.849784071,9.446166164,10.105417762,9.865789927,9.6872026865,9.6339599865,10.3606666825,9.7041401525,10.255313602,9.9002480025,9.3869677345,9.7488543695
Acp5,16.25806362,15.92967499,16.70079372,16.77206412,16.90421048,16.9041027,16.11115391,15.56353319,16.56784285,16.58667654,16.26986065,15.58090103,16.20493864,16.37812848,17.22785906,16.91871267
2700097O09Rik,9.602999859,9.601831124,10.35347353,9.906681055,9.995539992,10.39771642,10.01219252,9.940182398,9.932834243,9.876190652,9.557575482,9.228384197,9.678782374,9.405715443,9.997963131,10.00759177
Cnih1,14.0978434,13.83520529,13.18072175,13.64954622,13.95164792,13.27774083,14.26791174,13.99240926,13.31741776,13.19617193,13.73745134,14.10040632,13.9586948,13.97814761,13.71529098,13.78199408
Gdap1l1,9.92068454,10.190902,10.99152047,10.85110036,10.27307817,10.98499251,9.939705071,10.09641579,10.35815054,10.63799094,9.803111881,10.26780217,9.865181087,9.838982149,10.24529794,10.0732527
Bckdk,10.01589355,10.20786151,10.86231166,10.40645683,10.44972047,10.65424594,9.871763842,9.842817164,10.903526,10.9352146,10.39106523,10.31705532,10.15044644,10.00115373,10.24769384,10.2458947
Adap2,10.12208329,10.22812851,9.521589255,9.993595165,9.670398179,9.562383557,10.03985077,10.16227449,9.897255192,9.984089577,10.41310367,10.7267637,10.07827758,10.01433224,9.645251514,9.657630529
Slc27a3,12.53159726,12.53135918,11.42756593,12.18432357,12.64970681,11.74590196,12.51411507,12.39723152,11.9396775,11.42401401,12.55896976,12.45064749,12.61088295,12.67688717,11.80049862,12.17155414
Xbp1,12.05461533,11.98107972,11.315790342,11.5034788103333,11.7516241933333,11.190571133,12.2154221733333,12.14333823,11.7551055066667,11.6014583053333,12.11076068,11.596212995,11.8920521033333,11.7658126963333,11.834076171,11.7195568096667
Ttn,9.54486919183333,9.38373357216667,11.0827668411667,9.17596934983333,10.8096229311667,11.2203243228333,10.0372884905,9.88519740666667,11.5145650335,11.2892547115,9.609634283,8.1970053745,9.86946625833333,9.11302819066667,11.2125686316667,10.573179133
Tmed3,13.657340315,13.336084435,12.874837265,13.317732665,13.33761764,12.916453605,13.38159281,13.53554915,12.702398395,12.572673215,13.038850785,13.499626915,13.23552785,13.36278111,13.03747614,12.9047719
Slc38a9,11.973700029,12.055155723,12.489211725,12.594237365,12.4580527185,12.6074740455,12.005566612,12.0479049415,12.2260570135,12.1337012575,11.47652327,11.8755561855,11.7614436175,11.694630065,12.0934815365,12.032419924
4833412C15Rik,10.17366329,9.986240039,9.229108534,9.832098793,10.11054829,9.747459438,10.4703442,10.46612227,10.05511738,9.745357223,10.43106681,10.44908075,10.66331885,10.72028863,9.941531493,10.13623268
Plac9a,14.69874055,15.19319399,15.05910954,15.38106306,15.53085381,15.41257333,14.72366277,14.81894086,15.48925534,15.96440256,14.48302444,15.54825281,14.81831723,14.98683125,15.38823929,15.63084617
D030056L22Rik,11.50305225,11.45678501,12.31604693,11.73175155,11.81428617,12.06228228,11.63366755,11.64858955,11.4624878,11.77457029,11.16115631,11.40692117,11.60500669,11.45097159,11.85453794,11.93907675
Pygl,12.46880108,12.90889919,13.33179648,13.23512724,12.8079115,12.89411054,12.19047253,12.72030611,12.9996384,12.94157292,11.88106318,12.25652007,12.0902686,12.15123146,13.60252974,12.99223576
Gmfg,11.76682632,12.33029314,12.84789981,12.5352598,12.35233491,12.40145611,11.63110379,12.34365238,12.42820878,12.6100616,11.48970409,12.07037837,11.34970927,11.36950143,12.91357142,12.44145016
Ms4a3,8.881025541,9.32756393,12.30964418,10.72745889,10.84070526,10.55486183,6.403949874,10.99011226,11.62076393,11.30195236,4.355150174,5.999010347,7.750875772,5.611977033,11.47924141,10.88267092
Jph2,9.307910897,8.892140696,10.73238698,8.731604943,10.22681483,10.54195759,9.42132625,8.824462516,11.04445827,11.2718026,9.435811259,7.878069761,9.307012533,8.714994377,10.23122751,10.07809181
Mrc1,12.00709184,12.26700207,11.19969132,11.46026326,11.74339768,11.39756551,12.19903528,12.33089228,11.3171113,11.73697429,12.14733032,12.51717752,11.89702526,11.68408876,11.68317807,11.91675123
Fabp3,11.83956755,12.01314371,12.90437526,10.798962415,12.639432525,13.830684845,11.897174925,11.52979086,14.19052623,12.58994459,11.61095289,10.421167475,11.87603395,10.815895055,13.142466705,12.14700729
Lrg1,12.79920515,13.23025202,12.79648492,12.93100549,12.70063777,12.2702778,13.1516226,13.53470624,12.75501144,12.88266916,13.13125431,13.41400436,13.00069538,13.08104702,13.06649493,12.64014006
Efnb1,11.75084507,11.62705368,11.07060879,11.30036603,11.30561233,11.31320193,11.73053379,11.67604663,11.43846271,11.61567863,12.10265418,12.40608435,12.04362553,12.17454796,11.47958857,11.57152877
Cdr2,10.35012976,10.24070968,11.43278745,10.65797043,10.74053955,11.15272033,10.48988367,10.26752588,10.14421845,10.59754916,9.888699488,9.854203777,10.28693629,10.25075029,10.43358989,11.01045558
Irf8,10.2205149185,10.4157802375,11.02630041,10.877887035,10.5714604975,10.76060098,10.094595315,10.428143673,10.658995653,10.88329762,10.1569255015,10.716870398,9.9170145865,9.9162257135,10.966446075,10.5358705205
Fhl1,14.61052937,14.29656035,14.67915932,14.78737508,15.33189718,14.83325447,14.53071162,14.24970326,15.28078222,14.13893524,13.69343906,14.23903125,14.44218258,13.93217745,14.92127618,14.82859739
Thy1,14.99182125,14.89443431,13.38291116,14.78992824,15.05507694,13.8145776,15.00980621,14.99033783,14.40637883,14.18509805,14.82175038,15.32438277,14.85571858,15.19312442,14.35293144,14.83663329
Wfdc17,12.8421193,12.7050612,11.6624627,11.71494692,11.65672395,11.87475922,12.73821442,12.40254136,11.88551298,11.93693213,12.96998885,12.14585794,12.30471957,11.88040606,11.80699782,11.96513007
Avpi1,12.47421423,12.23132327,11.65814269,12.27015285,12.43108064,11.90594895,12.46600692,12.35141486,12.30147261,12.10207943,12.77592972,12.78427996,12.73877061,13.10368452,11.93610947,12.27854319
Vdac1,14.38156307,14.1261196,14.72177775,14.21404672,14.81214333,14.78052368,14.47979234,14.21990117,15.22967754,15.02229411,14.2635829,14.26599521,14.49998661,14.38402669,15.19424242,14.89058864
Wdfy4,11.2844679,11.72033829,11.9895223,11.92395644,11.58394696,11.82086218,11.27686635,11.39348333,11.83683052,12.15464862,11.4943,11.91560214,11.09146379,11.18904448,12.11092271,11.9344985
